2016/03/14 13:11:30
100
true
13:10:00.000,0.641,0.417
13:10:00.010,0.641,0.417
13:10:00.020,0.641,0.417
13:10:00.030,0.641,0.417
13:10:00.040,0.641,0.417
13:10:00.050,0.641,0.417
13:10:00.060,0.641,0.417
13:10:00.070,0.641,0.417
13:10:00.080,0.641,0.417
13:10:00.090,0.641,0.417
13:10:00.100,0.641,0.417
13:10:00.110,0.641,0.417
13:10:00.120,0.641,0.417
13:10:00.130,0.641,0.417
13:10:00.140,0.641,0.417
13:10:00.150,0.641,0.417
13:10:00.160,0.641,0.417
13:10:00.170,0.641,0.417
13:10:00.180,0.641,0.417
13:10:00.190,0.641,0.417
13:10:00.200,0.641,0.417
13:10:00.210,0.641,0.417
13:10:00.220,0.641,0.417
13:10:00.230,0.641,0.417
13:10:00.240,0.641,0.417
13:10:00.250,0.641,0.417
13:10:00.260,0.641,0.417
13:10:00.270,0.641,0.417
13:10:00.280,0.641,0.417
13:10:00.290,0.641,0.417
13:10:00.300,0.641,0.417
13:10:00.310,0.641,0.417
13:10:00.320,0.641,0.417
13:10:00.330,0.641,0.417
13:10:00.340,0.641,0.417
13:10:00.350,0.641,0.417
13:10:00.360,0.641,0.417
13:10:00.370,0.641,0.417
13:10:00.380,0.641,0.417
13:10:00.390,0.641,0.417
13:10:00.400,0.641,0.417
13:10:00.410,0.641,0.417
13:10:00.420,0.641,0.417
13:10:00.430,0.641,0.417
13:10:00.440,0.641,0.417
13:10:00.450,0.641,0.417
13:10:00.460,0.641,0.417
13:10:00.470,0.641,0.417
13:10:00.480,0.641,0.417
13:10:00.490,0.641,0.417
13:10:00.500,0.641,0.417
13:10:00.510,0.641,0.417
13:10:00.520,0.641,0.417
13:10:00.530,0.641,0.417
13:10:00.540,0.641,0.417
13:10:00.550,0.641,0.417
13:10:00.560,0.641,0.417
13:10:00.570,0.641,0.417
13:10:00.580,0.641,0.417
13:10:00.590,0.641,0.417
13:10:00.600,0.641,0.417
13:10:00.610,0.641,0.417
13:10:00.620,0.641,0.417
13:10:00.630,0.641,0.417
13:10:00.640,0.641,0.417
13:10:00.650,0.641,0.417
13:10:00.660,0.641,0.417
13:10:00.670,0.641,0.417
13:10:00.680,0.641,0.417
13:10:00.690,0.641,0.417
13:10:00.700,0.641,0.417
13:10:00.710,0.641,0.417
13:10:00.720,0.641,0.417
13:10:00.730,0.641,0.417
13:10:00.740,0.641,0.417
13:10:00.750,0.641,0.417
13:10:00.760,0.641,0.417
13:10:00.770,0.641,0.417
13:10:00.780,0.641,0.417
13:10:00.790,0.641,0.417
13:10:00.800,0.641,0.417
13:10:00.810,0.641,0.417
13:10:00.820,0.641,0.417
13:10:00.830,0.641,0.417
13:10:00.840,0.641,0.417
13:10:00.850,0.641,0.417
13:10:00.860,0.641,0.417
13:10:00.870,0.641,0.417
